country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000
Angola,1051.821964,1076.17967,1101.109498,1125.565927,1079.281895,1148.483809,1109.999751,1197.230388,1240.539832,1225.322801,1252.984985,1396.110543,1335.263152,1380.400709,1509.537123,1595.772236,1660.177842,1727.308918,1672.216424,1691.44869,1767.68839,1728.32858,1711.728094,1789.470697,1710.56596,1072.814251,953.8205485,940.8288574,960.2079152,958.3813893,961.4300883,923.458342,862.0043582,808.0894575,790.1969889,779.3311517,694.1870513,759.6724003,852.881388,853.4624896,868.0653906,853.7766358,781.7052682,576.2021921,565.9229622,630.6280181,734.2308546,752.5064903,731.0056501,733.6681836,736.4002932
Benin ,1083.628047,1063.127082,1042.700761,993.7346608,1002.016354,981.7825357,961.5721631,941.4958411,955.6595231,970.2176357,978.1159649,987.39918,931.5844242,952.0316534,993.1474859,1019.730302,1031.823344,1016.287898,1028.994222,1032.934515,1027.412847,1005.593419,1065.310645,1061.455539,955.2662055,969.3176775,983.2775282,1009.743588,1012.540697,1062.73786,1127.970287,1156.211722,1242.349043,1152.381695,1206.182104,1257.384591,1246.330113,1190.351874,1189.066004,1127.781995,1136.343833,1153.086788,1162.090854,1147.734595,1146.317709,1165.355238,1192.821199,1221.766537,1237.440583,1254.455056,1284.611852
Botswana,348.5066556,355.133513,359.4823129,365.6564946,371.8371087,377.3630066,382.5684726,387.7730288,392.3398367,398.7125494,402.5657454,410.243026,415.4007479,422.1738546,430.2214267,436.8199461,472.5634201,512.9762713,557.093621,601.4508725,647.2691285,747.1985386,955.9314273,1122.664568,1299.569417,1223.490389,1381.491374,1357.646463,1537.330179,1612.524254,1764.587858,1857.769884,1921.362384,2143.931868,2300.208859,2386.820353,2485.384965,2618.88427,2937.102674,3215.607447,3303.780132,3360.094359,3353.775395,3310.977904,3320.806201,3366.966908,3457.793745,3589.454897,3704.472611,3844.929495,4084.111259
Burkina Faso,474.3126568,487.1424733,499.6488509,512.2965697,525.530945,539.3287581,553.6670991,567.6429522,583.0051178,597.5489413,608.7348706,629.8281209,664.516922,651.698789,661.8066591,681.5049748,678.6073666,731.0268673,745.6822529,751.8153066,744.7519295,765.1247781,786.1274332,734.5274415,710.2942967,669.5149488,652.449148,683.5435147,746.1399515,736.2784967,730.6346663,744.42818,742.1115168,715.3398739,708.4276774,780.3732752,878.2966677,838.2720417,879.9776283,842.1660854,807.0766316,851.6347016,825.6513452,826.2359678,807.9796043,825.5186927,887.9863173,915.2094793,952.2694894,979.928394,977.1336109
Burundi,360.1424594,374.1520796,379.2172314,387.7502842,401.9177807,407.546822,415.7737589,424.2232528,428.4849531,445.168191,443.6447693,372.4820217,396.9955506,406.9743409,420.3500817,424.7979256,433.0569628,461.5674148,447.0919399,433.7650886,540.186048,570.5712349,518.7042907,554.4806858,541.5173635,534.8576891,565.7806701,621.5329843,599.7086034,583.4365949,603.3705418,642.073254,625.4447475,629.5752553,614.3653681,671.5739477,683.8814789,694.9804658,702.5480887,696.6039647,704.617689,722.5801164,706.0241054,685.1646921,654.0345295,566.8745134,517.3043784,517.6041177,529.4331404,508.994744,495.9769889
Cameroon ,670.9511292,687.4081701,703.7807246,720.0375387,736.777913,753.9377533,770.8309814,788.0305546,805.4622629,822.4736075,832.0008841,828.5848837,839.979456,856.5126175,871.837351,873.5883721,897.77572,905.3036002,945.7651181,972.8466544,981.8406776,989.9706864,1010.746616,1003.053138,1024.04242,1051.615203,1043.967646,1070.017637,1094.084264,1119.625519,1191.602667,1350.817335,1416.297091,1471.165567,1537.447996,1621.748955,1682.93232,1549.574458,1434.87669,1267.958233,1211.073247,1132.53477,1067.91467,1006.516017,955.9738755,962.9534608,986.333198,1011.58142,1037.412266,1057.73026,1076.170042
Cape Verde ,449.6476245,455.3213131,461.1229619,467.0094045,460.4740938,462.745711,468.5177116,452.5163511,448.6613817,486.2117718,507.520266,524.6393399,539.4905098,552.6302219,564.1779375,574.7202727,584.7437299,593.779447,602.3753328,610.73245,618.9589509,566.3582995,536.1671883,528.8360718,511.7679923,524.7420653,520.3169261,517.7603542,566.5568755,621.6389332,840.5445756,904.3478049,917.1275357,989.5669182,1011.13472,1081.393653,1094.144822,1150.824621,1166.097536,1208.042569,1233.4453,1186.112622,1143.740169,1183.688146,1241.989436,1319.26819,1387.57753,1475.659347,1565.048771,1680.981008,1775.606209
Centr. Afr. Rep.,771.5770558,790.4863396,808.9746451,826.9995035,845.2540808,863.6607433,881.433475,899.2375943,916.9990923,934.1120765,925.3793712,942.8808404,900.9173153,881.0787458,877.8135806,866.0096982,842.7701746,857.8659639,847.4082872,872.0200836,890.5262907,844.1327013,807.9949164,828.0689583,787.3706134,781.7991411,794.8520296,837.7252106,830.6304032,763.5800967,736.719208,728.4731817,722.3804649,660.9296117,686.0060955,673.1212509,669.7157469,637.7460824,632.349934,637.6233414,642.4173042,620.5152514,564.3807837,549.1627257,568.8319877,585.4148475,530.2078973,558.5849398,567.5290888,575.9154986,574.835309
Chad ,475.5022397,486.3055451,496.9315502,507.3637548,518.3095003,529.363452,540.4936813,551.668391,563.1968371,574.0054111,568.648159,566.3368473,585.9541769,567.0839415,541.9769227,533.1108799,512.375686,504.6293449,491.5698294,514.0662614,512.9803892,511.8231677,466.9839756,434.7822801,484.0099199,555.2524444,535.3335492,484.7754401,471.9662662,362.4782817,340.7489534,344.8550811,346.5123532,381.6009215,385.4592896,466.0443005,434.1989183,409.5322337,459.1150903,472.0981754,434.3128741,464.6226474,457.9185371,441.5111165,457.3101513,440.6408215,436.1083534,441.2182084,461.4057674,458.0513321,448.9671301
Comoro Islands,560.3052244,580.9421541,587.4080823,597.9005056,618.874389,625.3035807,635.403502,645.0084246,648.8811909,671.0673996,712.1015624,703.2404133,749.1236245,887.2508621,932.1996496,912.9026274,983.780341,999.0970364,973.4632278,962.702875,1008.820153,1154.16392,1031.875013,889.20732,1054.931069,804.0619885,691.5677437,624.4806596,626.9937366,623.5429708,643.4813685,664.135822,674.4635218,683.0201938,687.1805811,690.3145655,690.2948549,700.5399568,712.031728,693.981345,685.0974982,629.9024992,663.911864,663.996608,610.3496075,643.8528152,616.8080185,624.8556205,611.6432632,605.7787732,580.6859699
Congo 'Brazzaville',1198.207092,1221.962938,1245.015076,1267.294574,1289.851927,1312.562025,1334.22459,1355.970687,1377.688922,1399.267987,1415.66198,1430.136175,1443.668267,1458.078749,1472.31168,1486.284095,1526.577225,1568.517893,1610.165567,1653.110895,1696.305014,1786.382521,1882.001893,1980.960252,2083.905274,2191.114392,2140.541242,1908.811279,1823.659622,2042.585852,2324.000564,2724.871384,2857.336768,2913.038276,3008.132416,2787.063103,2519.062787,2459.669924,2389.158275,2401.808514,2380.404951,2363.075912,2351.092312,2254.133069,2062.411586,2080.716408,2105.632374,2039.630055,2058.336907,1934.517752,2004.22624
Côte d'Ivoire,1040.877903,1058.016897,1075.069177,1092.011508,1109.783375,1127.178865,1144.293252,1162.014309,1178.957696,1190.695094,1256.295867,1325.807747,1334.877453,1492.483438,1688.093709,1580.739941,1628.343018,1573.668207,1729.618151,1716.960467,1807.987832,1803.445697,1811.421894,1865.931437,1839.072842,1763.65376,1893.193634,1902.635579,2009.167583,1968.614901,2040.988334,2034.419251,1964.159953,1819.52671,1696.365883,1716.299703,1704.826733,1618.189972,1532.863055,1470.307914,1307.353845,1252.847497,1214.090302,1328.360233,1282.578763,1311.549394,1377.820822,1419.072652,1449.073751,1438.538775,1337.191686
Djibouti,1499.581538,1545.516195,1553.967223,1574.893742,1622.202977,1631.795696,1651.362396,1667.735112,1664.632552,1711.368894,1771.485233,1783.132457,1758.556457,1773.935812,1757.825282,1754.442212,1761.411506,1758.009998,1746.092622,1742.087921,2069.079324,2141.790192,2150.448221,2185.018736,2080.009917,2065.444501,2154.37003,1793.932475,1724.067726,1687.38565,1661.258849,1673.599789,1676.17516,1642.672515,1801.628909,1758.414457,1716.664878,1676.544511,1596.690724,1502.247931,1447.739341,1419.540705,1383.772998,1299.027348,1256.992955,1194.530078,1121.783636,1103.113604,1091.894401,1106.664134,1102.54351
Egypt ,909.9025846,904.6541686,900.02275,894.2667669,889.1168181,884.5283614,904.9383104,925.4554293,946.780815,968.8127732,991.4551849,1030.866797,1074.158924,1120.301486,1166.423647,1213.410078,1192.014059,1151.260293,1145.774931,1201.165922,1254.104624,1283.072476,1283.9192,1294.357285,1316.520686,1420.783035,1606.425465,1766.963585,1843.938085,1929.825058,2069.289934,2075.588782,2222.572946,2321.845538,2389.617921,2470.883263,2460.259514,2464.979711,2510.289615,2527.757954,2522.79246,2531.772188,2505.135795,2543.67469,2614.984868,2695.713135,2788.776205,2890.288265,3041.571609,3158.486702,3257.769534
Equatorial Guinea ,539.7625045,560.5800135,571.5233864,586.6249511,610.1938263,619.7459927,636.4900625,648.2856922,659.5804054,687.0333898,746.3084386,806.3605722,886.7667121,1006.313419,1144.569455,1285.433468,1322.415925,1393.036357,1423.814532,1363.816889,1309.002163,1186.135716,1023.043699,1065.237504,1128.216618,1294.000713,1451.721102,1458.414428,1572.480562,1540.901676,1476.510591,1423.956317,1411.642725,1395.300707,1678.124315,1399.164806,1420.646124,1465.826104,1529.934679,1550.421936,1552.14228,1581.112652,1703.977308,1761.594268,1800.006273,1998.916081,2509.009625,4177.142781,4951.945869,6805.741114,7676.766033
Eritrea & Ethiopia ,390.0745507,394.5128951,398.9478005,414.8665833,407.7430491,422.1052569,428.3012065,417.4086303,423.2504563,426.6183379,440.038159,452.7038096,462.0818273,512.9501301,527.4222487,547.1908555,556.8433104,568.5669282,566.2332215,574.801441,594.7475864,606.7357274,623.7859916,630.0166098,623.0984364,609.6672388,610.8304191,613.3915835,596.5678872,627.1583916,648.1704873,632.7196708,614.8418082,627.281332,599.7818505,551.5628989,576.8724048,614.5032189,607.8016063,599.7487549,574.2274281,512.3793301,450.7157509,498.1048764,501.1103515,515.6114088,566.1960854,569.8521964,531.6065139,547.7391665,563.7378347
Gabon,3108.377318,3204.427401,3302.308441,3401.302775,3504.338815,3610.889082,3717.765986,3827.420758,3939.207208,4052.451538,4184.206986,4638.883141,4725.163985,4832.097982,4850.581383,4860.1171,5002.835543,5129.757921,5176.174477,5518.205767,5869.355307,6332.427425,6891.674458,7288.658277,9544.425868,9405.723,12339.92689,9528.679074,6721.362365,6659.248031,6776.580524,6541.060203,6211.28735,6104.977576,6141.947254,5817.69896,5356.215684,4546.433312,4541.790903,4637.299698,4797.011781,4971.236692,4680.754222,4666.34368,4710.749598,4815.422823,4858.304759,5002.040925,5042.469955,4052.199353,3844.135005
Gambia ,607.3646754,627.389177,631.8716222,640.4905469,660.052415,663.820006,671.2330718,678.3553344,678.1733812,697.2413386,721.651853,815.2991279,780.8698514,761.6795699,787.3505,845.8111429,955.1164466,956.8407564,939.3290464,1007.34133,878.8945826,948.5997339,984.5829129,996.9340174,1156.538962,1049.605977,1133.907566,1152.136051,1057.873168,1190.641631,1038.784778,997.2603909,1088.398609,926.2917323,871.0802278,770.4147068,783.3542275,796.5075363,848.8460285,874.8194074,877.5302737,862.9656811,866.781951,884.6935743,883.7729286,821.891359,841.0562929,851.2931645,851.1735878,875.7301844,894.812718
Ghana,1121.79355,1133.535441,1083.966375,1201.800981,1317.38135,1199.61117,1236.004963,1241.289297,1187.134136,1321.022431,1378.42003,1388.153574,1415.522947,1424.412121,1414.296038,1392.622697,1354.225283,1338.987482,1318.428901,1325.199211,1423.972994,1490.712433,1401.535517,1397.36964,1454.934515,1246.927994,1177.84081,1181.420557,1259.949516,1209.96562,1157.066266,1141.960601,1041.839652,933.0391735,959.984758,978.4302445,988.342113,1007.02277,1034.295279,1057.119521,1062.165073,1091.542336,1112.275037,1135.881573,1148.784422,1174.624528,1207.333623,1248.447397,1288.211918,1323.237541,1351.807141
Guinea ,303.3210325,316.7334766,321.7317565,328.5407585,342.7883823,348.9411208,356.5786817,363.446736,368.2288708,382.8792401,392.107838,410.6807178,433.3631481,402.7195017,421.18799,441.8540014,442.965285,448.3827782,453.3813601,457.9658858,464.9434411,470.1619792,470.6103065,481.7749416,505.6045649,516.539238,556.0440846,557.3376127,560.8565192,550.7931449,558.4618085,550.4783694,549.2706716,544.4817603,535.1139513,519.151004,515.6700815,519.1938962,536.9582309,545.3521881,540.0058708,516.3387142,514.9182526,525.5743283,529.8890316,537.0888816,545.7329539,566.4185788,584.9538241,593.2991048,591.4677514
Guinea Bissau ,289.1527247,305.6961328,322.8723984,341.5194078,407.8288755,388.9844956,439.4451864,464.9427113,475.9157541,478.1254667,500.7680032,531.8709475,562.1154262,582.8376347,641.553529,685.2528444,728.3306058,770.5219,794.147438,832.9167257,871.5591975,833.2221355,883.2002602,881.8603747,912.40673,925.0668815,901.9882581,823.4405302,915.4908457,917.5859216,754.3251409,871.0630485,902.7143647,810.5606366,824.4252898,849.9146105,824.1167273,793.054642,805.4682018,790.4639124,797.1975594,817.9581579,802.7317087,794.307349,796.1880232,811.7260295,831.7213373,857.540283,601.9014098,635.7919689,680.2939183
Kenya,650.600947,771.2454534,667.2278168,632.7558867,686.8137896,717.9051632,735.9577053,738.2838961,724.5304217,720.2297252,725.5171512,686.4685088,701.1742515,713.5985477,758.3755033,742.7591502,811.5382868,826.0693113,857.1853793,880.7671908,914.9532665,940.7495209,955.5400973,969.92388,981.437561,941.8482627,943.4147851,990.9153408,1038.679735,1035.826051,1050.814348,1033.401939,1054.01999,1020.790587,1000.304469,1005.814871,1040.288875,1064.765412,1091.745208,1105.279038,1117.258873,1096.005627,1044.90815,1011.405194,1011.844482,1028.967266,1044.343191,1021.787893,1031.416573,1031.984834,1013.353409
Lesotho,355.3660397,369.9928997,375.3307845,384.335998,398.8135822,405.0493519,413.4528507,421.9898253,430.2581519,434.8317948,458.078882,457.283154,517.1939481,560.2590711,593.206696,593.3613131,577.3341612,626.2571499,609.8403122,604.9195723,604.0794545,535.4220391,623.6731506,768.6742767,796.660652,714.9355165,814.3563166,936.0256691,1053.928366,961.5959393,1005.014748,990.3194124,1000.932488,892.4695778,944.2337457,953.0284065,948.0862914,971.9565031,1069.776419,1158.796244,1181.111511,1201.039554,1228.319951,1246.185671,1215.409928,1341.445212,1441.789922,1485.042806,1419.213267,1434.104039,1468.932605
Liberia,1054.758856,1089.855567,1096.943385,1112.93962,1147.072591,1155.914934,1169.555002,1183.462268,1186.54411,1223.34933,1229.573858,1225.940457,1208.667177,1204.171312,1230.974971,1217.787977,1408.268329,1360.006128,1384.304283,1441.803146,1491.516686,1519.342777,1530.390631,1447.490515,1507.513447,1247.962857,1263.498516,1220.51379,1235.018754,1255.138449,1162.376224,1155.332541,1090.575516,1051.965299,1012.367759,969.1745403,967.7741648,964.4624873,935.4756823,918.4422457,1060.343211,1255.118694,1213.059439,1193.076338,1228.739539,1261.611177,1254.414641,1160.694127,1050.547201,1009.383845,989.656292
Libya ,857.1681204,924.6244155,963.0009542,948.818018,915.2534258,1114.501437,1313.582791,1324.924391,1410.061006,1470.404714,1829.668888,1935.878351,2473.1892,3212.316505,4365.656409,5378.224749,6107.118084,6545.499607,8395.474569,9042.763969,9114.819109,8251.736201,6978.872894,6664.1613,5379.021977,5515.242415,6540.492694,6945.447157,6991.336721,7565.112725,7271.564724,5648.439126,5233.735856,4967.95695,4397.062556,3953.015463,3585.582848,3379.611537,3303.338296,3231.808907,3087.087015,2825.023505,2636.727543,2453.035618,2363.350016,2321.318227,2381.394904,2466.767654,2321.813435,2291.418256,2312.992992
Madagascar,951.0104714,971.5639569,991.7546802,1011.52277,1031.72296,1052.263346,1072.178802,1092.229015,1112.366879,1131.699185,1125.430115,1126.40381,1129.468903,1096.037923,1116.310998,1088.023699,1087.181421,1123.049815,1173.669256,1191.526295,1226.199684,1245.748172,1201.754292,1143.602222,1139.42594,1126.289608,1063.148374,1060.719161,1006.052212,1074.982234,1053.620165,935.961155,893.0683296,874.8218669,818.7704684,813.2135916,795.2195224,789.018848,777.973538,785.4666165,791.7220772,719.7755221,706.588663,699.9060189,678.7326112,669.524754,663.5439847,667.5625669,673.1114738,684.0977718,694.1801454
Malawi,324.0556034,331.8413374,339.4053087,347.0374908,354.7040981,353.7852892,375.5871632,382.8046862,388.1211997,392.9843566,394.1449763,404.1605114,393.406386,376.4695075,358.7609651,397.1257024,426.0791333,455.0951087,437.2797229,452.5259185,447.4526698,498.3219572,534.1436985,562.4797829,582.4161644,586.1969029,591.1321974,602.8099993,637.1714683,646.1437041,630.3160757,579.9213457,567.3611392,573.0651586,580.314908,606.4971548,586.6180714,567.9948165,546.5911015,542.0923694,539.6251147,563.9981977,503.43866,542.4712358,494.7579562,566.275941,607.2369309,628.6049667,617.2511697,621.2044696,608.7993927
Mali,456.8752297,464.4950134,472.0796364,480.049655,487.526102,495.7665851,503.9025495,512.3248492,520.6135182,529.5274782,533.7690478,526.55086,518.9225296,542.6663857,556.8057497,553.0767741,564.3735126,570.5978777,579.3394229,564.0085084,585.6927565,592.6419086,609.305537,581.060379,553.9221959,616.2007683,683.6134501,720.1370267,690.617387,843.7609084,732.9377478,696.6061551,645.6110632,662.6401939,679.9264051,683.1814457,713.5384299,713.8562991,699.5224524,756.1418631,747.0966513,797.2222558,751.5175026,762.4234604,770.9934484,776.1178673,818.1880389,839.2733427,854.5210399,877.5704072,824.3050332
Mauritania ,463.9176731,477.2111986,490.4394374,503.570962,517.0230911,530.7515025,544.7100842,558.4199444,571.8496187,585.99071,624.5917985,721.7261166,696.8671392,645.4603508,826.6984373,928.3326104,920.0011235,937.923196,1005.552578,974.5679576,1058.629379,1051.430309,1047.285739,965.5133922,1046.197873,961.9906073,1020.081594,989.0193072,966.0398086,990.8418198,1009.479482,1026.086413,983.7399875,1009.428271,915.7092411,920.5935641,950.1245954,956.8541393,969.3663396,982.0926251,948.0627831,948.8302093,932.1846167,947.9885453,962.4871718,983.5376031,1021.279069,1033.59374,1045.447481,1059.949305,1084.823783
Mauritius ,2489.758687,2540.240627,2528.454453,2530.355274,2586.934857,2586.52431,2593.860619,2613.357796,2609.697138,2684.997749,2776.875488,3318.866303,3249.377984,3629.221118,3282.968766,3301.993457,3107.985812,3180.409336,2907.044425,3005.795025,2945.378575,3047.333893,3309.014711,3680.001837,4020.260416,3969.069216,4551.090839,4767.917978,4863.293541,4942.904661,4366.749154,4550.410332,4738.437663,4708.452508,4881.584887,5179.065113,5657.749872,6183.917429,6550.01147,6782.913921,7208.001522,7596.858517,7865.468432,8286.792972,8553.069072,8758.675648,9115.298975,9552.836679,10018.44642,10437.04486,10593.35611
Morocco ,1455.361355,1458.018745,1459.772938,1468.4836,1476.279025,1483.164446,1451.322134,1419.823169,1388.937888,1358.413997,1328.698651,1341.436968,1354.410381,1367.389446,1380.508178,1393.984454,1436.040424,1479.523498,1524.119349,1569.617626,1616.227012,1664.522109,1669.020514,1694.279301,1750.827044,1830.9669,1992.466537,2049.851657,2068.846067,2121.932814,2272.14974,2169.380256,2336.929104,2261.659825,2293.822237,2373.902724,2494.588631,2377.910728,2557.869753,2554.757043,2590.761764,2720.305188,2565.825303,2496.463736,2708.932744,2489.623055,2750.0284,2648.386405,2810.755068,2786.834577,2793.850032
Mozambique,1133.420417,1155.455434,1178.107782,1199.060769,1206.608967,1258.796952,1242.214257,1246.152098,1280.32249,1322.758437,1327.332214,1337.439117,1399.78672,1321.252517,1349.365478,1350.91803,1364.053351,1424.88845,1548.67679,1693.027691,1742.851632,1815.829883,1822.804363,1872.938133,1683.946267,1403.620118,1294.569514,1263.081962,1235.049582,1214.667469,1220.473989,1216.52135,1162.219518,1063.252561,1022.405641,920.3521784,928.1964604,980.1226366,1066.926955,1113.559212,1113.56113,1166.903473,1089.443462,1144.481712,1128.803582,1085.213895,1207.953557,1307.675134,1427.706725,1513.246455,1503.019121
Namibia ,2159.70487,2175.675746,2191.324555,2222.673557,2292.126585,2310.443524,2339.141545,2370.034594,2376.103401,2451.304373,2615.982459,2578.883775,2868.884131,3076.381666,3485.670872,3625.567172,3668.38747,3429.85541,3369.212609,3396.147278,3321.440505,3314.263213,3386.808071,3401.304776,3424.671769,3333.924753,3388.66054,3504.706414,3658.166901,3702.900974,3767.449572,3825.272913,3788.582088,3576.76092,3425.462137,3340.965345,3343.654488,3339.223096,3276.948868,3363.668101,3140.961084,3229.042369,3443.538163,3284.466853,3415.069153,3467.187795,3482.532245,3542.750243,3581.447768,3629.719841,3660.529343
Niger,617.0308462,629.6416182,642.0328323,654.1757349,666.6192877,679.306335,691.6235375,704.0923714,716.6581698,729.2676545,760.8809111,776.5030844,840.8136819,904.7113949,888.1067742,934.9079758,903.7428383,888.5261098,876.5100146,832.034002,838.9474804,867.1059,804.108469,652.4518397,693.3991191,658.8745739,647.937143,681.6544653,755.5452686,791.0725474,810.1938804,800.6772128,772.3793388,740.2125353,600.3234114,596.1731719,608.3890213,572.2801526,589.4829926,574.1280342,546.9456357,544.4451188,494.183096,486.3244932,490.4591313,443.5422123,451.0650477,439.1940745,479.2910058,468.3320955,441.2268786
Nigeria,752.6813238,791.8215135,830.2512177,831.2651309,867.3407233,864.7025697,820.7204179,830.0237553,797.199694,808.2419919,820.2793263,823.6625411,845.7182067,898.544252,910.1367698,943.5945477,886.8870605,727.6382397,699.1182524,861.3022645,1094.05343,1187.569494,1196.624231,1261.655332,1366.915281,1286.896158,1384.583447,1392.509439,1271.970672,1320.48082,1305.063141,1164.237087,1119.426393,1022.618126,958.4839418,1016.643819,1009.61585,976.2708609,1045.62779,1084.815833,1112.368711,1077.290392,1054.503356,1049.408481,1032.486494,1003.843806,1028.1889,1031.442682,1034.124671,1013.955957,1041.389939
Rwanda,546.902048,567.266078,573.6669644,583.875816,604.1784024,610.1382236,619.5275373,628.2813272,631.2981335,652.0144304,656.1079833,625.0373814,694.7779769,610.9967109,525.4413325,548.4234527,570.4878826,594.1796406,618.1947692,665.8262849,716.7669747,704.5046261,686.7630652,687.5432974,700.1511388,805.6487627,766.2806785,779.2104208,826.9470979,876.2674876,952.0838728,981.7282577,1030.29258,1057.366494,983.0767704,1000.072533,1024.714069,983.486789,917.808871,906.538696,877.2859565,823.0751279,859.4159911,757.95867,455.5971563,706.5129211,667.7967606,652.7301481,677.1777524,713.8425747,742.4311225
Sao Tomé & Principe,820.3582789,817.8116029,816.5169719,816.6666667,849.9150085,763.7770435,805.9608204,799.0216062,875.4438014,783.9122018,867.4668391,932.690813,994.7203306,1054.836425,1111.901797,1164.635833,1232.692142,1285.546781,1336.972871,1388.850692,1439.611033,1482.767833,1423.069391,1355.117486,1355.642863,1421.44669,1496.863714,1612.977557,1667.282106,1808.200078,2009.12077,1420.528188,1755.222548,1567.631388,1406.169691,1487.474893,1471.091661,1408.895913,1401.115605,1392.278868,1390.739019,1355.068855,1327.282409,1306.562966,1299.930871,1284.296556,1267.552773,1243.12333,1231.805894,1226.04375,1225.398254
Senegal ,1258.898388,1281.419951,1303.245437,1324.31353,1345.731159,1367.371787,1387.994585,1408.643976,1429.060233,1448.222979,1444.639045,1474.658985,1487.12112,1506.896485,1499.380949,1510.626633,1508.115049,1448.856388,1499.014753,1361.689158,1435.173578,1390.27049,1435.654099,1315.158168,1329.477436,1396.079411,1487.430419,1402.918222,1305.911234,1353.961539,1268.191248,1218.715394,1359.604314,1350.737558,1248.189531,1255.004069,1274.401829,1284.835748,1308.112511,1241.699241,1253.901255,1250.817595,1232.858634,1217.243945,1186.460292,1218.476848,1211.630765,1219.000024,1258.436455,1307.116101,1318.095369
Seychelles,1912.258166,2018.680078,2049.663573,2084.045601,2173.632594,2164.359924,2142.515165,2185.886959,2199.583525,2253.955605,2366.523947,2175.777267,2305.640275,2458.143939,2488.232002,2434.598457,2434.444,2381.156379,2521.634655,2455.265738,2569.974813,2909.785962,3025.571006,3251.491004,3244.758899,3307.084852,3582.722166,3786.892495,4008.884261,4615.051289,4443.901248,4095.402073,3980.509109,3878.570369,3989.031899,4324.483267,4372.185345,4549.360219,4690.170662,4898.615061,5169.491525,5246.158355,5542.238838,5836.711568,5638.514562,5605.156744,6101.909819,6779.661017,7100.837069,6808.554206,6367.01281
Sierra Leone,656.2684004,684.5663198,696.5772006,713.7314186,743.8896977,759.504522,777.4787308,795.3065598,806.5000362,840.8618359,855.6482671,858.4252912,884.1062997,885.7317537,882.7222473,931.5092961,975.9252489,954.8921247,1032.468112,1108.816134,1128.907082,1101.091761,1071.847386,1087.144935,1112.854126,1124.54612,1070.185331,1065.30178,1048.179116,1086.832538,1115.918219,1161.544786,1157.429453,1117.249768,1108.279214,1054.213528,994.5833707,1023.201586,1026.354549,1024.597847,1025.68956,918.9608429,844.8806016,855.0847335,865.0843829,766.0556948,568.7115085,454.3234779,441.4891219,403.530756,409.293687
Somalia ,1056.633245,1097.660339,1111.993143,1132.468073,1175.451928,1190.607554,1210.961976,1231.8305,1240.768261,1286.872827,1277.148714,1311.252408,1340.842484,1363.887811,1190.845986,1088.193979,1215.987961,1257.860168,1251.691195,1071.131201,1138.275989,1141.264383,1228.333916,1176.3494,914.2211293,1201.617047,1166.410492,1420.229161,1389.036993,1180.577078,1036.49659,1112.064233,1151.084463,1014.584021,1014.195194,1055.347037,1050.793255,1067.721562,1063.702465,1086.112991,1080.537797,1006.267943,905.1352528,907.3898511,910.0574034,916.6153443,919.9510272,895.2637673,867.7419929,857.7581512,847.5813197
Cape Colony/ South Africa ,2534.756547,2591.106408,2618.992381,2674.948293,2763.328989,2830.096095,2913.762465,2951.092012,2939.005604,2994.728092,3041.472668,3091.604554,3178.616364,3320.961196,3449.938982,3559.359607,3614.99992,3760.416515,3818.855426,3946.183725,4045.147592,4134.925193,4109.420563,4175.194454,4299.371783,4270.851175,4267.089693,4155.340231,4174.073593,4231.645875,4390.036716,4480.495496,4323.02728,4111.882909,4185.839297,4006.485227,3911.738833,3897.303607,3963.993838,3955.638552,3833.765591,3715.233672,3564.052543,3533.150581,3584.298092,3646.403612,3753.134555,3802.738087,3769.523033,3809.509532,3920.424462
Sudan ,820.8368139,836.9864309,854.7717681,870.9842077,888.6384275,906.8492075,975.6564638,936.4124121,948.6810743,1032.7273,1023.538033,995.9733765,1036.51895,979.8531554,944.2045901,984.2658994,946.7130279,892.859312,922.5584816,953.6088809,888.1811941,923.1019448,877.8664138,779.6586141,832.7041745,910.0480884,1044.143026,1165.261539,1107.760419,956.4447204,931.4694535,920.1084518,1002.640132,958.2988178,881.1241926,798.7511342,807.4610149,808.1618044,804.2903455,849.1717377,759.8197285,804.3078732,743.9243325,763.5621159,763.7783717,771.3641232,804.0276977,1278.518988,1538.254595,1835.118536,2047.893958
Swaziland,721.0890744,745.2251521,751.1645183,762.2961815,786.7676518,792.7608437,803.4511656,814.1760616,816.5925142,842.7331356,934.5971546,1027.882842,1214.147101,1251.677377,1399.395885,1576.691965,1601.842634,1709.255665,1588.393812,1612.23424,2035.584319,2014.66667,2200.972943,2257.565181,2443.341867,2461.907646,2471.767056,2473.458115,2462.165541,2421.230205,2397.159679,2481.130988,2548.009245,2474.17761,2437.122696,2497.287038,2494.147318,2606.523165,2428.614221,2477.504472,2434.954828,2385.016155,2324.067122,2329.321272,2394.622574,2467.037336,2499.391162,2535.832624,2564.364718,2609.579973,2630.322145
